Home_Page,Movie_Name,Genres,Overview,Cast,Original_Language,Storyline,Production_Company,Release_Date,Tagline,Vote_Average,Vote_Count,Budget_USD,Revenue_$,Run_Time_Minutes,Release_Country
https://www.imdb.com/title/tt30487848/,Sight Unseen,"['Crime', 'Drama']","Former homicide detective Tess Avery, diagnosed as blind, teams up with Sunny Patel, a remote seeing-eye guide and agoraphobe, to bring down killers who elude the police in this high-stakes detective thriller.","['Dolly Lewis', 'Agam Darshi', 'Jarod Joseph', 'Roger Cross', 'Tony Giroux', 'Daniel Gillies', 'Ennis Esmer', 'Alice Christina-Corrigan', 'Brass', 'Tegan Moss', 'Alec Santos', 'Jaeson Lee', 'Kelcey Mawema', 'Matty Finochio', 'Luke Humphrey', 'Zach Smadu', 'Juan Riedinger', 'Sean Owen Roberts']",['English'],"Former homicide detective Tess Avery, diagnosed as blind, teams up with Sunny Patel, a remote seeing-eye guide and agoraphobe, to bring down killers who elude the police in this high-stakes detective thriller.","['Bell Media Studios', 'The Sisters Troubetzkoy', 'Blink49 Studios']",2024-04-03,Truth Hides in the Shadows,6.2,1K,$0,$0,Unknown,United States
https://www.imdb.com/title/tt11762114/,Mean Girls,"['Comedy', 'Musical']","Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.","['Angourie Rice', 'Reneé Rapp', ""Auli'i Cravalho"", 'Jaquel Spivey', 'Avantika', 'Bebe Wood', 'Christopher Briney', 'Jenna Fischer', 'Busy Philipps', 'Tina Fey', 'Tim Meadows', 'Lindsay Lohan', 'Jon Hamm', 'Ashley Park', 'Connor Ratliff', 'Mahi Alam', 'John El-Jor', 'Brian Altemus']",['English'],"From the comedic mind of Tina Fey comes a new twist on the modern classic, MEAN GIRLS. New student Cady Heron (Angourie Rice) is welcomed into the top of the social food chain by the elite group of popular girls called ""The Plastics,"" ruled by the conniving queen bee Regina George (Reneé Rapp) and her minions Gretchen (Bebe Wood) and Karen (Avantika). However, when Cady makes the major misstep of falling for Regina's ex-boyfriend Aaron Samuels (Christopher Briney), she finds herself prey in Regina's crosshairs. As Cady sets to take down the group's apex predator with the help of her outcast friends Janis (Auli'i Cravalho) and Damian (Jaquel Spivey), she must learn how to stay true to herself while navigating the most cutthroat jungle of all: high school. —Paramount Pictures","['Paramount Pictures', 'Broadway Video', 'Little Stranger']",2024-01-12,Plastic is forever.,5.6,36K,$36.0M,$105.0M,112,United States
https://www.imdb.com/title/tt31014115/,Light Shop,"['Drama', 'Horror', 'Mystery', 'Thriller']",The living and the dead intersecting as this world and the afterlife are connected through a store selling lighting.,"['Bae Sung-woo', 'Ju Ji-hoon', 'Park Bo-young', 'Lee Jeong-eun', 'Kim Seol-hyun', 'Um Tae-goo', 'Minha Kim', 'Park Hyuk-kwon', 'Kim Dae-myung', 'Shin Eun-soo', 'Kim Seon-hwa', 'Kim Ki-hae', 'Rich Ting', 'Trish Le', 'Brian Kim McCormick', 'Narea Kang', 'Victoria Grace', 'Rebecca Wang']",['Korean'],"A group of strangers, each struggling to come to terms with a traumatic event in their past. Going about their daily lives, each individual is mysteriously drawn to a light shop that sits at the end of a seedy alleyway. Guarded by a vigilant shopkeeper, the light shop could hold the key to the strangers' pasts, presents and futures.","['Moving Pictures', 'Mr Romance']",2024-12-04,A destination where life and death meet,7.8,3.4K,$0,$0,40,United States
https://www.imdb.com/title/tt27792190/,Maxton Hall: The World Between Us,"['Drama', 'Romance']","Quick-witted scholarship student Ruby unwittingly witnesses a secret at Maxton Hall. Arrogant millionaire heir James is determined to silence her, but their clash ignites an unexpected spark between them.","['Harriet Herbig-Matten', 'Damian Hardung', 'Sonja Weißer', 'Fedja van Huêt', 'Andrea Guo', 'Justus Riesner', 'Ben Felipe', 'Runa Greiner', 'Govinda Gabriel Cholleti', 'Hyun Wanner', 'Martin Neuhaus', 'Julia-Maria Köhler', 'Cosima Leonie Wiesend', 'Esmael Agostinho', 'Frederic Balonier', 'Eli Riccardi', 'Eidin Jalali', 'Serena Posadino']",['German'],"Quick-witted scholarship student Ruby unwittingly witnesses a secret at Maxton Hall. Arrogant millionaire heir James is determined to silence her, but their clash ignites an unexpected spark between them.",['UFA Fiction'],2024-05-09,Not_Found,7.5,16K,$0,$0,45,United States
https://www.imdb.com/title/tt22050754/,The Strangers: Chapter 1,['Horror'],"After their car breaks down in an eerie small town, a young couple is forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motive.","['Madelaine Petsch', 'Ryan Bown', 'Matus Lajcak', 'Olivia Kreutzova', 'Letizia Fabbri', 'Froy Gutierrez', 'Ben Cartwright', 'Stevee Davies', 'Richard Brake', 'Pedro Leandro', 'Ema Horvath', 'Janis Ahern', 'William Lee Rayner', 'Rafaella Biscayn', 'Pablo Sandstrom', 'Sara Freedland', 'Alexander Markland', 'Dominic Kotúc']",['English'],"After their car breaks down in an eerie small town, a young couple (Madelaine Petsch and Froy Gutierrez) are forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motive in THE STRANGERS: CHAPTER 1, the chilling first entry of this upcoming horror feature film series. —Lionsgate Entertainment","['Fifth Element Productions', 'Slovenian Film Fund', 'Frame Film']",2024-05-17,They don't need a reason.,4.6,22K,$8.5M,$48.2M,91,United States
https://www.imdb.com/title/tt32157063/,An Update on Our Family,"['Documentary', 'Drama']",An exploration of the complex world of family vlogging through the lens of one family's story and the sudden online disappearance of their adopted son.,"['Hannah Cho', 'Sophie Ross', 'Harold Earls', 'Rachel Earls', 'Channon Rose', 'Sean Cannell']",['English'],An exploration of the complex world of family vlogging through the lens of one family's story and the sudden online disappearance of their adopted son.,['Vox Media Studios'],2025-01-15,"Millions of views, but so much to hide.",5.4,323,$0,$0,139,United States
https://www.imdb.com/title/tt32495687/,Sookshma Darshini,"['Comedy', 'Mystery', 'Thriller']","Manuel returns with his mother to their former home in a middle-class neighbourhood. Suspicious of his intentions, Priyadarshini and her friends begin gathering clues, convinced he may be hiding something sinister.","['Nazriya Nazim', 'Basil Joseph', 'Akhila Bhargavan', 'Merin Philip', 'Deepak Parambol', 'Pooja Mohanraj', 'Sidharth Bharathan', 'Kottayam Ramesh', 'Manohari Joy', 'Naushad Ali', 'Jaya Kurup', 'Gopan Mangat', 'Rini Udayakumar', 'James', 'Aparna Ram', 'Saraswathi Menon', 'Hezzah Mehak', 'Aathira Rajeev']",['Malayalam'],"Manuel returns with his mother to their former home in a middle-class neighbourhood. Suspicious of his intentions, Priyadarshini and her friends begin gathering clues, convinced he may be hiding something sinister.","['AVA Productions', 'Happy Hours Entertainments']",2024-11-22,Not_Found,7.8,8.5K,$0,$1.7M,142,India
https://www.imdb.com/title/tt11262142/,Bandidos,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",A quirky hustler recruits a gang of of skilled misfits to find the Snake King's treasure in the Maya Riviera.,"['Alfonso Dosal', 'Ester Expósito', 'Juan Pablo Medina', 'Mabel Cadena', 'Juan Pablo Fuentes Acevedo', 'Andrea Chaparro', 'Bruno Bichir', 'Nicolás Furtado', 'Andres Baida', 'Fermín Martínez', 'Nicolás Palomino', 'Ximena Lamadrid', 'Adrian Ladron', 'Pol Hermoso', 'Luis Vegas', 'Allie Moreno', 'Ari Albarrán', 'Roberto Romano']",['Spanish'],"Follow Miguel and his accomplice Lilí, who are attempting to retrieve a treasure from an underwater shipwreck of a Spanish galleon that sank during the War of Independence on the Atlantic coast of Mexico. The pair must ask for the assistance of a group of bandits to accomplish the underwater heist but they later find out they are not the only ones after the forgotten treasure.","['Wonder Street', 'Redrum', 'Traziende Films']",2024-03-13,Not_Found,6.6,3.7K,$0,$0,45,United States
https://www.imdb.com/title/tt27858066/,Standing on the Shoulders of Kitties,"['Comedy', 'Music']","Bubbles' band ""The Shitrockers"" lands a European tour but gets kicked off, forcing them to busk. Randy is their roadie. Can Ricky and Julian save them from the streets of Prague?","['Mike Smith', 'Billy Bob Thornton', 'Robb Wells', 'John Paul Tremblay', 'Patrick Roach', 'Ronnie Wood', 'Tom Mayhue', 'Brad Stella', 'Zach Selwyn', 'Peter Lesperance', 'Andy Gallant', 'Dale Murray', 'Robert Sheehan', 'Duff McKagan', 'Maisy Stella', 'Lennon Stella', 'Eric Burdon', 'Rick Nielsen']",['English'],"Bubbles' band ""The Shitrockers"" lands a European tour but gets kicked off, forcing them to busk. Randy is their roadie. Can Ricky and Julian save them from the streets of Prague?","['BATS Film', 'Grand BATS']",2024-12-06,The Bubbles and the Shitrockers Story,6.3,434,$0,$218.8K,111,Canada
https://www.imdb.com/title/tt27802490/,Exhuma,"['Drama', 'Horror', 'Mystery', 'Thriller']",The process of excavating an ominous grave unleashes dreadful consequences buried underneath.,"['Kim Go-eun', 'Choi Min-sik', 'Lee Do-hyun', 'Kim Sun-young', 'Jung Yun-Ha', 'Yoo Hae-jin', 'Baek Seung-chul', 'Kim Jae-cheol', 'Derek Chouinard', 'Hong Seo-jun', 'Kim Tae-joon', 'Kim Hee-sang', 'Kim So-sook', 'Park Ji-il', 'Jeon Jin-ki', 'Jang Eui-don', 'Yoon Jung-Hoon', 'Lee Yeong-ran']","['Korean', 'English', 'Japanese']",The process of excavating an ominous grave unleashes dreadful consequences buried underneath.,['Showbox Entertainment'],2024-02-22,The Vicious Emerges,6.9,22K,$0,$93.9M,134,South Korea
https://www.imdb.com/title/tt13332622/,Before,"['Drama', 'Thriller']","After tragically losing his wife to suicide, child psychiatrist Eli Adler encounters a troubled young boy who seems to have a haunting connection to Eli's past.","['Billy Crystal', 'Jacobi Jupe', 'Maria Dizzia', 'Ava Lalezarzadeh', 'Rosie Perez', 'Judith Light', 'Lex Storm Hodgkinson', 'Hope Davis', 'Rebecca Ruane', 'Sakina Jaffrey', 'Miriam Shor', 'Robert Townsend', 'Delia Cunningham', 'Jorie Blake Rosen', 'Neo Vela', 'Julia Chan', 'Will Hochman', 'Danika Bike']",['English'],"After tragically losing his wife to suicide, child psychiatrist Eli Adler encounters a troubled young boy who seems to have a haunting connection to Eli's past.","['Apple TV+', 'Paramount Television Studios']",2024-10-25,Not_Found,6.1,3.8K,$0,$0,Unknown,United States
https://www.imdb.com/title/tt28618488/,Vermiglio,"['Drama', 'History']","1944, Vermiglio, a remote mountain village. The arrival of Pietro, a deserter, into the family of the local teacher, and his love for the teacher's eldest daughter, will change the course of everyone's life.","['Tommaso Ragno', 'Roberta Rovelli', 'Martina Scrinzi', 'Giuseppe De Domenico', 'Carlotta Gamba', 'Orietta Notari', 'Santiago Fondevila', 'Rachele Potrich', 'Anna Thaler', 'Patrick Gardner', 'Enrico Panizza', 'Luis Thaler', 'Simone Benedetti', 'Sara Serraiocco', 'Leone Gubert']",['Italian'],"1944. In Vermiglio, a mountain village where the war is a distant but omnipresent horizon, the arrival of Pietro, a soldier escaping the war, disrupts the dynamics of the local schoolmaster's large family, changing them forever. The love between Pietro and Lucia, the eldest daughter, leads to their marriage and an unexpected destiny.","['Cinedora', 'Charades', 'Versus Production']",2024-09-19,Not_Found,6.9,3K,$0,$2.7M,119,Italy
https://www.imdb.com/title/tt26545708/,Aftermath,"['Action', 'Thriller']","A returning war veteran, stricken with PTSD, unwittingly gets trapped with his teenage sister on Boston's Tobin Memorial Bridge as a heavily weaponized group of ex-military revolutionists take everyone hostage.","['Dylan Sprouse', 'Mason Gooding', 'Megan Stott', 'Dichen Lachman', 'Derek K. Moore', 'Jason Armani Martinez', 'Mark Dancewicz', 'Daniel Rios Jr.', 'Ashley Pynn', 'Mark Pettograsso', 'Shahjehan Khan', 'Mark Irvingsen', 'Joshua Wolf Coleman', 'Will Lyman', 'Nick Apostolides', 'Jared Frenke', 'Tanner Zagarino', 'Tj Ciarametaro']",['English'],"A returning war veteran, stricken with PTSD, unwittingly gets trapped with his teenage sister on Boston's Tobin Memorial Bridge as a heavily weaponized group of ex-military revolutionists take everyone hostage.",['Voltage Pictures'],2024-11-01,Not_Found,5.1,2.1K,$0,$44.0K,97,United States
https://www.imdb.com/title/tt21072112/,Bodkin,"['Comedy', 'Drama', 'Mystery', 'Thriller']","A group of podcasters sets out to investigate the mysterious disappearance of three strangers in an idyllic Irish town. But when they start to pull the strings, they find a story much bigger and stranger than they expected.","['Siobhán Cullen', 'Robyn Cara', 'Chris Walley', 'David Wilmot', 'Will Forte', 'Pom Boyd', 'Ger Kelly', 'Seán Óg Cairns', 'Charlie Kemp', 'Kerri McLean', 'David Pearse', 'Amy Conroy', 'Denis Conway', 'Charlie Kelly', 'Peter Bankolé', 'Sabine Timoteo', 'Mae Higgins', 'John Olohan']",['English'],"A group of podcasters sets out to investigate the mysterious disappearance of three strangers in an idyllic Irish town. But when they start to pull the strings, they find a story much bigger and stranger than they expected.","['Higher Ground Productions', 'Wild Atlantic Pictures', 'wiip']",2024-05-09,Based on a True Story Overheard in a Pub,6.9,19K,$0,$0,45,United States
https://www.imdb.com/title/tt11097384/,Spaceman,"['Adventure', 'Drama', 'Sci-Fi']","Half a year into his solo mission on the edge of the solar system, an astronaut concerned with the state of his life back on Earth is helped by an ancient creature he discovers in the bowels of his ship.","['Adam Sandler', 'Carey Mulligan', 'Paul Dano', 'Kunal Nayyar', 'Isabella Rossellini', 'Lena Olin', 'Petr Papánek', 'Marian Roden', 'Zuzana Stivínová', 'Sinead Phelps', 'Sunny Sandler', 'John Flanders', 'Bash Doran', 'Petr Bláha', 'Mikulas Cizek', 'Jessica Bechynová', 'Sona Beaumont', 'Kimberly Han']",['English'],"An intergalactic odyssey of love, ambition, and self-discovery. Orphaned as a boy, raised in the Czech countryside by his doting grandparents, Jakub Procházka has risen from small-time scientist to become the country's first astronaut. When a dangerous solo mission to Jupiter offers him both the chance at heroism he's dreamt of and a way to atone for his father's sins as a Communist informer, he ventures boldly into the vast unknown. But in so doing, he leaves behind his devoted wife, Lenka, whose love, he realizes too late, he has sacrificed on the altar of his ambitions. Alone in Deep Space, Jakub discovers a possibly imaginary giant alien spider, who becomes his unlikely companion. Over philosophical conversations about the nature of love, life and death, and the deliciousness of hazelnut spread, the pair form an intense and emotional bond. —Bluewater","['Free Association', 'Stillking Films', 'Tango Entertainment (III)']",2024-03-01,Not_Found,5.7,42K,$40.0M,$0,107,United States
https://www.imdb.com/title/tt21261712/,Back to Black,"['Biography', 'Drama', 'Music']","The life and music of Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time.","['Marisa Abela', 'Eddie Marsan', ""Jack O'Connell"", 'Lesley Manville', 'Juliet Cowan', 'Sam Buchanan', 'Pete Lee-Wilson', 'Thelma Ruby', 'Michael S. Siegel', 'Matilda Thorpe', 'Anna Darvas', 'Tracey Lushington', ""Ryan O'Doherty"", 'Spike Fearn', 'Harley Bird', 'Francesca Henry', 'Liv Longborne', 'Tuwaine Barrett']",['English'],"A celebration of the most iconic - and much missed - homegrown star of the 21st century, BACK TO BLACK tells the extraordinary tale of Amy Winehouse. Painting a vivid, vibrant picture of the Camden streets she called home and capturing the struggles of global fame, BACK TO BLACK honours Amy's artistry, wit, and honesty, as well as trying to understand her demons. An unflinching look at the modern celebrity machine and a powerful tribute to a once-in-a-generation talent. —STUDIOCANAL","['StudioCanal UK', 'Monumental Pictures', 'Canal+']",2024-05-17,Her music. Her life. Her legacy.,6.3,25K,$30.0M,$51.0M,122,United States
https://www.imdb.com/title/tt30319854/,Sugarcane,['Documentary'],An investigation into abuse and missing children at an Indian residential school sparks a reckoning on the nearby Sugarcane Reserve.,"['Willie Sellars', 'Charlene Belleau', 'Whitney Spearing', 'Ed Archie Noisecat', 'Julian Brave NoiseCat', 'Kyé7e', 'Jean William', 'Rosalin Sam', 'Rick Gilbert', 'Anna Gilbert', 'Larry Emile', 'Martina Pierre', 'Laird Archie', 'Justin Trudeau', 'Pope Francis', 'Louis Lougen', 'Wesley Jackson', 'Cecilia Paul']","['English', 'Aboriginal', 'French']",An investigation into abuse and missing children at an Indian residential school sparks a reckoning on the nearby Sugarcane Reserve.,"['Fit Via Vi Film Productions', 'Hedgehog Films', 'Impact Partners']",2024-12-09,Not_Found,7.0,2.2K,$0,$121.6K,107,United States
https://www.imdb.com/title/tt15837600/,Griselda,"['Biography', 'Crime', 'Drama']","Fleeing from Medellín to Miami, Griselda Blanco creates one of the most ruthless cartels in history.","['Sofía Vergara', 'Alberto Guerra', 'Juliana Aidén Martinez', 'Martín Rodríguez', 'Jose Velazquez', 'Orlando Pineda', 'Martín Fajardo', 'Vanessa Ferlito', 'Camilo Jimenez Varon', 'Fredy Yate', 'Christian Tappan', 'Julieth Restrepo', 'José Zúñiga', 'Diego Trujillo', 'Maximiliano Hernández', 'Gabriel Sloyer', 'Michael Reilly Burke', 'Paulina Dávila']","['English', 'Spanish']","Griselda chronicles the real life of savvy and ambitious Colombian business woman, Griselda Blanco, who created one of the most profitable cartels in history. A devoted mother, Blanco's lethal blend of charm and unsuspecting savagery helped her expertly navigate between family and business leading her to become widely known as the ""Black Widow"".","['Grand Electric', 'Latin World Entertainment (LWE)']",2024-01-25,A Woman of Substance,7.2,47K,$0,$0,60,United States
https://www.imdb.com/title/tt16826430/,Night Call,"['Action', 'Thriller']","This night is like all the others for Mady, student by day, locksmith by night. But Claire, the enigmatic young girl he helps out that night, is not who she claims to be. Mady has only one night to prove his innocence in a city in turmoil.","['Jonathan Feltre', 'Natacha Krief', 'Jonas Bloquet', 'Thomas Mustin', 'Romain Duris', 'Sam Louwyck', 'Nabil Mallat', 'Claire Bodson', 'Graham Guit', 'Marco Maas', 'Edson Anibal', 'Warda Rammach', 'Arnaud Kafuka', ""Toni d'Antonio"", 'Valentin Wilbaux', 'Lucile Vignolles', 'Sophie Sénécaut', 'Martin Goossens']",['French'],"This night is like all the others for Mady, student by day, locksmith by night. But Claire, the enigmatic young girl he helps out that night, is not who she claims to be. Mady has only one night to prove his innocence in a city in turmoil.","['Boucan Productions', 'Quad', 'Gaumont']",2024-08-28,Not_Found,6.9,1.3K,$0,$679.4K,97,France
https://www.imdb.com/title/tt11379456/,My Lady Jane,"['Comedy', 'Drama', 'Fantasy', 'History', 'Romance']","Lady Jane Grey and her husband Guildford live during the reign of Edward, son of Henry VIII. She unexpectedly finds herself crowned queen overnight and becomes the target of criminals who want her throne and her head.","['Emily Bader', 'Edward Bluemel', 'Anna Chancellor', 'Rob Brydon', ""Kate O'Flynn"", 'Henry Ashton', 'Oliver Chris', 'Dominic Cooper', 'Isabella Brownson', 'Robyn Betteridge', 'Christian Patterson', 'Jordan Peters', 'Abbie Hern', 'Joe Klocek', 'Stewart Scudamore', 'Brandon Grace', 'Tallulah Greive', 'Máiréad Tyers']",['English'],"When her ambitious mother sells Jane's hand to the highest bidder, Jane is dismayed to discover that her dreaded husband-to-be, Guildford Dudley, is an infuriatingly attractive stranger with a dark secret; one that has the potential to get them both killed. Not to mention the fact that there are greater conspiracies afoot, like a plot to murder her cousin, King Edward, and throw the entire kingdom into chaos. A sharp-tongued, warm-hearted story full of romance, adventure, and fantasy, My Lady Jane reveals that true love is real, people are not always what they seem, and even doomed heroines can save themselves. —brianfabulous",['Parkes/MacDonald Image Nation'],2024-06-27,Not_Found,7.4,19K,$0,$0,50,United States
https://www.imdb.com/title/tt33674620/,Tabaah,['Drama'],Revolves around the love and turmoil between our two protagonists. The journey of these characters is marked by such unfortunate twists and events that make it a tragic love story.,"['Harman Brar', 'Wamiqa Gabbi', 'Dheeraj Kumar', 'Deepak Narang', 'Kanwaljit Singh', 'Kavi Singh', 'Parmish Verma']",['Punjabi'],Revolves around the love and turmoil between our two protagonists. The journey of these characters is marked by such unfortunate twists and events that make it a tragic love story.,['Parmish Verma Films'],2024-10-18,Not_Found,5.5,472,$72.0K,$15.2K,108,India
https://www.imdb.com/title/tt8230448/,A Gentleman in Moscow,"['Drama', 'History', 'Thriller']",A Russian aristocrat is spared from death and placed on house arrest while the Bolshevik Revolution plays out before him.,"['Ewan McGregor', 'Johnny Harris', 'Leah Harvey', 'John Heffernan', 'Lyès Salem', 'Mary Elizabeth Winstead', 'Daniel Cerqueira', 'Björn Hlynur Haraldsson', 'Dee Ahluwalia', 'Anna Madeley', 'Fehinti Balogun', 'Anastasia Hille', 'Lily Newmark', 'Alexa Goodall', 'Jason Forbes', 'Billie Gadsdon', 'Penny Downie', 'Leah Balmforth']",['English'],"Count Alexander Rostov. When, in 1922, he is deemed an unrepentant aristocrat by a Bolshevik tribunal, the count is sentenced to house arrest in the Metropol, a grand hotel across the street from the Kremlin. Rostov, an indomitable man of erudition and wit, has never worked a day in his life, and must now live in an attic room while some of the most tumultuous decades in Russian history are unfolding outside the hotel's doors. Unexpectedly, his reduced circumstances provide him a doorway into a much larger world of emotional discovery.","['Vanity Film & TV', 'Popcorn Storm', 'Moonriver']",2024-03-29,He's living his best life sentence.,7.4,11K,$0,$0,60,United States
https://www.imdb.com/title/tt31188121/,Rifle Club,['Action'],A historic rifle club faces a vengeful arms dealer's gang in the Western Ghats. Skilled hunters fight to survive and protect their legacy.,"['Anurag Kashyap', 'Dileesh Pothan', 'Vijayaraghavan', 'Vani Viswanath', 'Vishnu Agasthya', 'Unnimaya Prasad', 'Darshana Rajendran', 'Hanumankind', 'Navani Devanand', 'Senna Hegde', 'Suresh Krishna', 'Vineeth Kumar', 'Surabhi Lakshmi', 'Ramzan Muhammed', 'Vincy Aloshious', 'Ponnamma Babu', 'Sooraj Cherukat', 'Natesh Hegde']",['Malayalam'],A historic rifle club faces a vengeful arms dealer's gang in the Western Ghats. Skilled hunters fight to survive and protect their legacy.,"['OPM Cinemas', 'TRU Stories Entertainment']",2024-12-19,Not_Found,7.0,3.5K,$2.4M,$651.9K,113,India
https://www.imdb.com/title/tt27304026/,Damaged,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Chicago detective Dan Lawson travels to Scotland to link up with Scottish detective Glen Boyd following the resurgence of a serial killer whose crimes match an unsolved case he investigated 5 years previously.,"['Samuel L. Jackson', 'Vincent Cassel', 'Gianni Capaldi', 'Kate Dickie', 'John Hannah', 'Laura Haddock', 'Brian McCardie', 'Elaine C. Smith', 'Brian Pettifer', 'Robert Jack', 'John Arnold', 'Dylan Blore', 'Samantha Coughlan', 'Elizabeth Rose Ewing', 'Emma Findlay', 'Michael Guest', 'Mark Holden', 'Sureni Kay']",['English'],Chicago detective Dan Lawson travels to Scotland to link up with Scottish detective Glen Boyd following the resurgence of a serial killer whose crimes match an unsolved case he investigated 5 years previously.,"['High Five Films', 'Tartan Bridge Films', 'BondIt Media Capital']",2024-09-06,Not_Found,4.7,6.9K,$0,$390.1K,97,United Kingdom
https://www.imdb.com/title/tt1640719/,Under the Bridge,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",Fourteen-year-old Reena Virk went to join friends at a party and never returned home. Seven teenage girls and a boy were accused of the savage murder.,"['Lily Gladstone', 'Vritika Gupta', 'Chloe Guidry', ""Javon 'Wanna' Walton"", 'Izzy G.', 'Aiyana Goodfellow', 'Ezra Faroque Khan', 'Archie Panjabi', 'Riley Keough', 'Matt Craven', 'Daniel Diemer', 'Meg Roe', 'Nazeem Jang', 'Anoop Desai', 'Isabella Leon', 'Dayah Brar', 'Maya Da Costa', 'Arta Negahban']",['English'],Fourteen-year-old Reena Virk went to join friends at a party and never returned home. Seven teenage girls and a boy were accused of the savage murder.,"['ABC Signature', 'Best Day Ever Productions', 'Felix Culpa']",2024-04-17,Not_Found,7.2,17K,$0,$0,47,United States
https://www.imdb.com/title/tt23872640/,Dirty Angels,"['Action', 'Drama', 'Thriller', 'War']",It centers on a group of female soldiers who disguise themselves as medics to rescue a group of teenagers caught between ISIS and the forces of the Taliban.,"['Eva Green', 'Maria Bakalova', 'Ruby Rose', 'Reza Brojerdi', 'Jojo T. Gibbs', 'Emily Bruni', 'Aziz Çapkurt', 'Rona-Lee Shimon', 'George Iskandar', 'Christopher Backus', 'May Kurtz', 'Edmund Kingsley', 'Shaya McCord', 'Vassilis Koukalani', 'Claudia Roldan', 'Laëtitia Eïdo', 'Mihalis Aerakis', 'Ahmad Sakhi']",['English'],It centers on a group of female soldiers who disguise themselves as medics to rescue a group of teenagers caught between ISIS and the forces of the Taliban.,"['I Road Productions', 'Millennium Media', 'Nu Boyana Film Studios']",2024-12-11,Fight Your Way Out.,4.3,2.8K,$0,$27.2K,104,Philippines
https://www.imdb.com/title/tt28959685/,Love Island: All Stars,['Reality-TV'],"The legendary Islanders return for a second shot at romance. Bombshells disrupt established couples, turning heads and breaking hearts.","['Georgia Steel', 'Georgia Harrison', ""Casey O'Gorman"", 'Arabella Chi', 'Molly Smith', 'Chris Taylor', 'Callum Jones', 'Toby Aromolaran', 'Joshua Ritchie', 'Joanna Chimonides', 'Tom Clare', 'Sophie Piper', 'Eve Gale', 'Anton Danyluk', 'Joe Garratt', 'Jess Gale', 'Kaz Kamwi', 'Grace Jackson']",['Not_Found'],"The legendary Islanders return for a second shot at romance. Bombshells disrupt established couples, turning heads and breaking hearts.","['GroupM Motion Entertainment', 'ITV Entertainment']",2024-01-29,Not_Found,6.2,260,$0,$0,50,United States
https://www.imdb.com/title/tt9860566/,Brothers,"['Action', 'Comedy', 'Crime']","Two criminal twin brothers, one who is trying to reform, embark on a dangerous heist road trip. Facing legal troubles, gunfights, and family drama, they must reconcile their differences before their mission leads to self-destruction.","['Josh Brolin', 'Peter Dinklage', 'Taylour Paige', 'M. Emmet Walsh', 'Jen Landon', 'Brendan Fraser', 'Glenn Close', 'Gralen Bryant Banks', 'Andrew Joseph Brodeur', 'Margo Moorer', 'Brooks Indergard', 'Jonathan Aidan Cockrell', 'Joshua Mikel', 'Pat Fisher', 'Nathan Hesse', 'Ted Ferguson', 'Taylor St. Clair', 'Alonzo Ward']",['English'],"Two criminal twin brothers, one who is trying to reform, embark on a dangerous heist road trip. Facing legal troubles, gunfights, and family drama, they must reconcile their differences before their mission leads to self-destruction.","['Brolin Productions', 'Estuary Films', 'Legendary Entertainment']",2024-10-17,Family is a life sentence.,5.4,12K,$0,$0,89,United States
https://www.imdb.com/title/tt31867798/,Wizards Beyond Waverly Place,"['Comedy', 'Drama', 'Family', 'Fantasy']","Justin embraces mortality to live with his family. His new challenge arises when Alex introduces Billie, a wizard-in-training, seeking Justin's mentorship.","['Janice LeAnn Brown', 'Alkaio Thiele', 'Max Matenko', 'Taylor Cora', 'Mimi Gianopulos', 'David Henrie', 'John DiMaggio', 'Dee Bradley Baker', 'Eleanor Sweeney', 'Patrick Bristow', 'Oscar Montoya', 'Sarrie Thompson', 'Selena Gomez', 'Kirsten Vangsness', 'David DeLuise', 'Darien Sills-Evans', 'Caroline Valencia', 'Camila Rodriguez']",['English'],"Justin embraces mortality to live with his family. His new challenge arises when Alex introduces Billie, a wizard-in-training, seeking Justin's mentorship.",['Disney Branded Television'],2024-10-29,Not_Found,6.4,1.1K,$0,$0,24,United States
